TAR_ENRE;MEDIDOR;FACTURA;IMP_TOTAL_FACTURA;IMP_ENE_REACT;DIRECCION;NOM_CLIENTE;TENSION;ID_CUENTA;ENERGIA_ACTIVA;FECHA_LEC_DESDE;FECHA_LEC_HASTA;DISTRIBUIDORA;FECH_VTO;FECHA_ARCHIVO;FECHA_ARCHIVO_MODIF;IMP_CONCEPTOS_ELECTRICOS;POT_CONTR;POT_ADQUIRIDA;POT_EXCESO;ENE_REACT;IMP_ENERGIA_ACTIVA;IMP_IMPUESTOS_Y_AJUSTES;Potencia_Optima;COSENO;AÑO FACTURA;Qi;Qf;Qc;Test Qi-Qc;Qc promedio;Qc banco;Cargo_pot_Contratada_Actual;Cargo_pot_excedida_Actual;Cargo_pot_Contratada_Optima;Cargo_pot_excedida_Optima;Importe_Potencia_Actual_Con_impuestos;Importe_Potencia_Optima_Con_impuestos;Cargo_Desvio_optimo;Inmuebles.latitude;Inmuebles.longitude;Inmuebles.TABLA INMUEBLES.DENOMINACION;Inmuebles.TABLA INMUEBLES.NIVEL GESTION 1;IMP_CARGO_POR_POTENCIA;REPARTICION
2;15023058;421041;12.974,51 ARS;0;JUNCAL 690   - CAPITAL FEDERAL                    ;DIR.GRAL DE ENSENANZA         ;BT;18410;9224,0;1/2/2017;3/3/2017;EDESUR;20/4/2017;201703;03/2017;9.082,16 ARS;31;31;0;5717;4340,81;28.379.294,00 ARS;32;0,85;2017;1.921.207.449;1.921.207.449;0;ok;0;0;5295,42;0;5466,24;0;6.745.464.859;6.963.060.499;-2.175.956.406;-34,5929006;-58,3768661;AREA EDUC. INICIAL  D.E. 1;MINISTERIO DE EDUCACION ;57.957.706;AREA EDUC. INICIAL  D.E. 1
2;15052175;417903;28.125,30 ARS;0;BRIN MINISTRO 615   - CAPITAL FEDERAL             ;G.C.B.A. MUSEO DEL CINE       ;BT;99331;25168,0;26/1/2017;24/2/2017;EDESUR;20/4/2017;201703;03/2017;19.687,71 ARS;38;52,67;14,67;15598;12365,3;134.596.171,00 ARS;54;0,85;2017;326.419.343;326.419.343;0;ok;0;0;6491,16;37.588.941;9224,28;0;1.305.682.641;1.175.016.459;1.306.661.822;-34,6295501;-58,3605424;MUSEO DEL CINE PABLO DUCRﾓS HICKEN;MINISTERIO DE CULTURA;23.003.829;MUSEO DEL CINE PABLO DUCRﾓS HICKEN
2;8246;1493651205;8.613,78 ARS;0;EL SALVADOR 5528                            ;GCBA COLEGIO NACIONAL AVELLANEDA                  ;MT;4284043676;8552,0;31/1/2017;1/3/2017;EDENOR;15/3/2017;201703;03/2017;6.029,65 ARS;23;23;0;4592;1973,77;1.869,03 ARS;24;0,88;2017;1.241.408.491;1.425.411.978;-1.840.034.874;inconsistencia;0;0;4232,69;0;4416,72;0;5.391.727.503;5.626.150.438;-2.344.229.349;-34,5839503;-58,4348812;COLEGIO Nｰ04 NICOLAS AVELLANEDA;MINISTERIO DE EDUCACION ;4770,98;AREA ED. MEDIA Y TEC. D.E. 9
2;8246;1497866855;13.620,37 ARS;0;EL SALVADOR 5528                            ;GCBA COLEGIO NACIONAL AVELLANEDA                  ;MT;4284043676;6756,0;1/3/2017;30/3/2017;EDENOR;13/4/2017;201703;03/2017;9.534,26 ARS;23;25;2;3691;4938,64;3.775.846.748,00 ARS;24;0,88;2017;1.349.357.055;1.549.360.846;-2.000.037.907;inconsistencia;0;0;4232,69;552,09;4416,72;276.045;6.094.996.307;597.778.484;1.172.114.674;-34,5839503;-58,4348812;COLEGIO Nｰ04 NICOLAS AVELLANEDA;MINISTERIO DE EDUCACION ;4.905.883.252;AREA ED. MEDIA Y TEC. D.E. 9
2;41586;1497784435;18.120,59 ARS;0;SCALABRINI ORTIZ RAUL AVDA 1350             ;COMISARÍA Nº- 25 - CIRC. V;MT;1534278047;8782,0;25/2/2017;30/3/2017;EDENOR;13/4/2017;201703;03/2017;12.684,41 ARS;10;27;17;2770;6197;5.265.954.206,00 ARS;11;0,95;2017;887.447.084;1.673.309.714;-7.858.626.297;inconsistencia;0;0;1840,3;4.692.765;2024,33;4416,72;8.322.014.189;8.204.802.722;1.172.114.675;-34,592566;-58,427588;COMISARﾍA 25;MINISTERIO DE JUSTICIA Y SEGURIDAD;6.657.635.794;COMISARIA 25
2;66798404;433523;4.556,62 ARS;0;MONTES DE OCA AV 807   - CAPITAL FEDERAL          ;ESC.N 15 D.E. N 5             ;BT;22850;1971,0;24/2/2017;30/3/2017;EDESUR;20/5/2017;201704;04/2017;3.189,63 ARS;10;10;0;1222;1359,93;11.784.688,00 ARS;10;0,85;2017;6.197.443.384;6.197.443.384;0;ok;2.130.617.662;3;1708,2;0;1708,2;0;2.175.956.406;2.175.956.406;0;-34,6372631;-58,3749881;ESC. PRIMARIA Nｰ 15 - ARZOBISPO MARIANO ANTONIO ESPINOSA , JARDIN DE INF. NUCLEADO A (ANEXO 2) Y ESC. NORMAL SUP. Nｰ 05 - GRAL D. MARTIN MIGUEL DE GUEMES;MINISTERIO DE EDUCACION ;20.182.212;AREA EDUC. PRIMARIA D.E.5
2;61360;442077;3.196,81 ARS;0;JUFRE 141   - CAPITAL FEDERAL                     ;ESCUELA DE ARTE DRAMATICO     ;BT;44372;428,0;10/3/2017;12/4/2017;EDESUR;20/5/2017;201704;04/2017;2.237,77 ARS;10;10;0;265;312,87;859.751,00 ARS;11;0,85;2017;6.197.443.384;6.197.443.384;0;ok;5.231.585.023;10;1708,2;0;1879,02;0;2.175.956.406;2.393.552.047;-2.175.956.406;-34,5977239;-58,4303044;ESCUELA DE ARTE DRAMATICO -ANEXO-;MINISTERIO DE CULTURA;2.024.189;ESCUELA METROPOLITANA DE ARTE DRAMATICO
2;271216;433749;32.396,07 ARS;0;PASEO COLON AV 650   - CAPITAL FEDERAL            ;GCBA ESCUELA TECNICA  N 1 DE.4;BT;61678;15640,0;24/2/2017;30/3/2017;EDESUR;20/5/2017;201704;04/2017;22.677,25 ARS;23;62;39;9693;10791,14;7.218.524,00 ARS;34;0,85;2017;3.842.414.898;3.842.414.898;0;ok;0;0;3928,86;9992,97;5807,88;7174,44;1.773.404.471;1.653.726.869;1.196.776.023;-34,6152155;-58,3687638;ESC.TECNICA Nｰ01 ING. OTTO KRAUSE - SUP. ED. MED. Y TEC. REGION II - DE 4 Y 5;MINISTERIO DE EDUCACION ;14.386.406;AREA ED. MEDIA Y TEC. D.E. 4
2;104948;435214;7.264,69 ARS;0;SAENZ MANUELA 400   - CAPITAL FEDERAL             ;GCBA PUENTE DE LA MUJER       ;BT;80692;1500,0;1/3/2017;3/4/2017;EDESUR;20/5/2017;201704;04/2017;5.085,28 ARS;24;24;0;930;1096,5;17.385.524,00 ARS;24;0,85;2017;1.487.386.412;1.487.386.412;0;ok;0;0;4099,68;0;4099,68;0;5.222.295.374;5.222.295.374;0;-34,6065712;-58,3631529;PUENTE DE LA MUJER;MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;44.296.376;PUENTE DE LA MUJER
2;15023058;436739;18.188,59 ARS;0;JUNCAL 690   - CAPITAL FEDERAL                    ;DIR.GRAL DE ENSENANZA         ;BT;18410;11580,0;3/3/2017;5/4/2017;EDESUR;20/5/2017;201704;04/2017;12.732,01 ARS;31;31;0;7177;8464,98;41.277.633,00 ARS;32;0,85;2017;1.921.207.449;1.921.207.449;0;ok;0;0;5295,42;0;5466,24;0;6.745.464.859;6.963.060.499;-2.175.956.406;-34,5929006;-58,3768661;AREA EDUC. INICIAL  D.E. 1;MINISTERIO DE EDUCACION ;55.958.467;AREA EDUC. INICIAL  D.E. 1
2;15052175;434112;30.754,16 ARS;0;BRIN MINISTRO 615   - CAPITAL FEDERAL             ;G.C.B.A. MUSEO DEL CINE       ;BT;99331;21074,0;24/2/2017;30/3/2017;EDESUR;20/5/2017;201704;04/2017;21.527,91 ARS;38;47,42;9,42;13060;14540,44;68.876.364,00 ARS;52;0,85;2017;2.938.827.653;2.938.827.653;0;ok;0;0;6491,16;24.136.866;8882,64;0;1.134.326.074;1.131.497.331;2.828.743.328;-34,6295501;-58,3605424;MUSEO DEL CINE PABLO DUCRﾓS HICKEN;MINISTERIO DE CULTURA;93.260.836;MUSEO DEL CINE PABLO DUCRﾓS HICKEN
2;8246;2102164114;14.978,58 ARS;0;EL SALVADOR 5528                            ;GCBA COLEGIO NACIONAL AVELLANEDA                  ;MT;4284043676;6753,0;30/3/2017;28/4/2017;EDENOR;12/5/2017;201704;04/2017;10.485,01 ARS;23;30;7;3680;4936,44;3.639.981.087,00 ARS;25;0,88;2017;1.619.228.466;1.859.233.015;-2.400.045.488;inconsistencia;0;0;4232,69;1.932.315;4600,75;1.380.225;7.853.168.319;7.618.745.384;2.344.229.349;-34,5839503;-58,4348812;COLEGIO Nｰ04 NICOLAS AVELLANEDA;MINISTERIO DE EDUCACION ;6.402.158.913;AREA ED. MEDIA Y TEC. D.E. 9
2;41586;2102084277;11.073,90 ARS;0;SCALABRINI ORTIZ RAUL AVDA 1350             ;COMISARÍA Nº- 25 - CIRC. V;MT;1534278047;6063,0;30/3/2017;28/4/2017;EDENOR;12/5/2017;201704;04/2017;7.751,73 ARS;10;19;9;2512;4432,05;2.364.352.966,00 ARS;12;0,92;2017;8.093.966.107;1.177.514.243;-3.681.176.323;inconsistencia;0;0;1840,3;2.484.405;2208,36;1.932.315;550.893.897;5.274.516.035;2.344.229.349;-34,592566;-58,427588;COMISARﾍA 25;MINISTERIO DE JUSTICIA Y SEGURIDAD;4.277.497.034;COMISARIA 25
2;66798404;449157;4.554,18 ARS;0;MONTES DE OCA AV 807   - CAPITAL FEDERAL          ;ESC.N 15 D.E. N 5             ;BT;22850;1860,0;30/3/2017;28/4/2017;EDESUR;20/6/2017;201705;05/2017;3.187,93 ARS;10;10;0;1153;1359,66;11.573.595,00 ARS;10;0,85;2017;6.197.443.384;6.197.443.384;0;ok;2.130.617.662;3;1708,2;0;1708,2;0;2.175.956.406;2.175.956.406;0;-34,6372631;-58,3749881;ESC. PRIMARIA Nｰ 15 - ARZOBISPO MARIANO ANTONIO ESPINOSA , JARDIN DE INF. NUCLEADO A (ANEXO 2) Y ESC. NORMAL SUP. Nｰ 05 - GRAL D. MARTIN MIGUEL DE GUEMES;MINISTERIO DE EDUCACION ;20.371.605;AREA EDUC. PRIMARIA D.E.5
2;61360;457582;8.475,42 ARS;0;JUFRE 141   - CAPITAL FEDERAL                     ;ESCUELA DE ARTE DRAMATICO     ;BT;44372;997,0;12/4/2017;11/5/2017;EDESUR;20/6/2017;201705;05/2017;5.932,79 ARS;10;24,29;14,29;618;728,81;19.968.138,00 ARS;12;0,85;2017;1.505.358.998;1.505.358.998;0;ok;5.231.585.023;10;1708,2;36.615.267;2049,84;31.490.667;6.840.118.962;6.622.523.322;2.175.956.406;-34,5977239;-58,4303044;ESCUELA DE ARTE DRAMATICO -ANEXO-;MINISTERIO DE CULTURA;57.497.962;ESCUELA METROPOLITANA DE ARTE DRAMATICO
2;271216;449925;34.918,61 ARS;0;PASEO COLON AV 650   - CAPITAL FEDERAL            ;GCBA ESCUELA TECNICA  N 1 DE.4;BT;61678;18000,0;30/3/2017;28/4/2017;EDESUR;20/6/2017;201705;05/2017;24.443,03 ARS;23;60,4;37,4;11155;13158;77.502.343,00 ARS;37;0,85;2017;3.743.255.804;3.743.255.804;0;ok;0;0;3928,86;9.583.002;6320,34;5.995.782;1.721.181.517;1.568.864.569;1.523.169.484;-34,6152155;-58,3687638;ESC.TECNICA Nｰ01 ING. OTTO KRAUSE - SUP. ED. MED. Y TEC. REGION II - DE 4 Y 5;MINISTERIO DE EDUCACION ;140.103.757;AREA ED. MEDIA Y TEC. D.E. 4
2;104948;451053;7.077,42 ARS;0;SAENZ MANUELA 400   - CAPITAL FEDERAL             ;GCBA PUENTE DE LA MUJER       ;BT;80692;1300,0;3/4/2017;2/5/2017;EDESUR;20/6/2017;201705;05/2017;4.954,19 ARS;24;24;0;806;950,3;1.697,52 ARS;24;0,85;2017;1.487.386.412;1.487.386.412;0;ok;0;0;4099,68;0;4099,68;0;5.222.295.374;5.222.295.374;0;-34,6065712;-58,3631529;PUENTE DE LA MUJER;MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;4429,6;PUENTE DE LA MUJER
2;15023058;453101;20.303,04 ARS;0;JUNCAL 690   - CAPITAL FEDERAL                    ;DIR.GRAL DE ENSENANZA         ;BT;18410;11977,0;5/4/2017;4/5/2017;EDESUR;20/6/2017;201705;05/2017;14.212,13 ARS;31;35,88;4,88;7423;8755,19;45.839.286,00 ARS;33;0,85;2017;2.223.642.686;2.223.642.686;0;ok;0;0;5295,42;12.504.024;5637,06;7.379.424;8.338.264.948;8.120.669.307;2.175.956.406;-34,5929006;-58,3768661;AREA EDUC. INICIAL  D.E. 1;MINISTERIO DE EDUCACION ;69.639.214;AREA EDUC. INICIAL  D.E. 1
2;15052175;449504;31.606,97 ARS;0;BRIN MINISTRO 615   - CAPITAL FEDERAL             ;G.C.B.A. MUSEO DEL CINE       ;BT;99331;21350,0;30/3/2017;28/4/2017;EDESUR;20/6/2017;201705;05/2017;22.124,88 ARS;38;45,83;7,83;13232;15606,85;70.519.662,00 ARS;50;0,85;2017;2.840.288.303;2.840.288.303;0;ok;0;0;6491,16;20.062.809;8541;0;1.082.429.514;1.087.978.203;-5.548.688.835;-34,6295501;-58,3605424;MUSEO DEL CINE PABLO DUCRﾓS HICKEN;MINISTERIO DE CULTURA;89.481.538;MUSEO DEL CINE PABLO DUCRﾓS HICKEN
2;8246;2106592457;19.064,40 ARS;0;EL SALVADOR 5528                            ;GCBA COLEGIO NACIONAL AVELLANEDA                  ;MT;4284043676;8576,0;28/4/2017;30/5/2017;EDENOR;13/6/2017;201705;05/2017;13.345,08 ARS;23;37;14;4632;6269,06;4.525.736.602,00 ARS;26;0,88;2017;1.997.048.442;2.293.054.052;-2.960.056.102;inconsistencia;0;0;4232,69;3864,63;4784,78;3.036.495;1.031.460.914;9.962.974.733;3.516.344.024;-34,5839503;-58,4348812;COLEGIO Nｰ04 NICOLAS AVELLANEDA;MINISTERIO DE EDUCACION ;8.269.603.398;AREA ED. MEDIA Y TEC. D.E. 9
2;41586;2106494183;14.201,71 ARS;0;SCALABRINI ORTIZ RAUL AVDA 1350             ;COMISARÍA Nº- 25 - CIRC. V;MT;1534278047;8197,0;28/4/2017;30/5/2017;EDENOR;13/6/2017;201705;05/2017;9.941,20 ARS;10;20;10;2728;5992,01;3.478.875.042,00 ARS;13;0,95;2017;6.573.682.104;1.239.488.677;-5.821.204.664;inconsistencia;0;0;1840,3;2760,45;2392,39;1.932.315;5.860.573.373;550.893.897;3.516.344.024;-34,592566;-58,427588;COMISARﾍA 25;MINISTERIO DE JUSTICIA Y SEGURIDAD;4.730.824.958;COMISARIA 25
2;66798404;465084;5.013,91 ARS;0;MONTES DE OCA AV 807   - CAPITAL FEDERAL          ;ESC.N 15 D.E. N 5             ;BT;22850;2355,0;28/4/2017;31/5/2017;EDESUR;20/7/2017;201706;06/2017;3.509,74 ARS;10;10;0;1459;1721,51;12.581.948,00 ARS;10;0,85;2017;6.197.443.384;6.197.443.384;0;ok;2.130.617.662;3;1708,2;0;1708,2;0;2.175.956.406;2.175.956.406;0;-34,6372631;-58,3749881;ESC. PRIMARIA Nｰ 15 - ARZOBISPO MARIANO ANTONIO ESPINOSA , JARDIN DE INF. NUCLEADO A (ANEXO 2) Y ESC. NORMAL SUP. Nｰ 05 - GRAL D. MARTIN MIGUEL DE GUEMES;MINISTERIO DE EDUCACION ;20.342.052;AREA EDUC. PRIMARIA D.E.5
2;61360;473553;10.463,84 ARS;0;JUFRE 141   - CAPITAL FEDERAL                     ;ESCUELA DE ARTE DRAMATICO     ;BT;44372;2877,0;11/5/2017;12/6/2017;EDESUR;20/7/2017;201706;06/2017;7.324,69 ARS;10;24,98;14,98;1783;2103,09;24.318.638,00 ARS;12;0,85;2017;1.548.121.357;1.548.121.357;0;ok;5.231.585.023;10;1708,2;38.383.254;2049,84;33.258.654;706.533.045;684.773.481;2.175.956.406;-34,5977239;-58,4303044;ESCUELA DE ARTE DRAMATICO -ANEXO-;MINISTERIO DE CULTURA;59.288.862;ESCUELA METROPOLITANA DE ARTE DRAMATICO
2;271216;465284;33.455,65 ARS;0;PASEO COLON AV 650   - CAPITAL FEDERAL            ;GCBA ESCUELA TECNICA  N 1 DE.4;BT;61678;16720,0;28/4/2017;31/5/2017;EDESUR;20/7/2017;201706;06/2017;23.418,96 ARS;23;59,6;36,6;10362;12222,32;74.305.605,00 ARS;39;0,85;2017;3.693.676.257;3.693.676.257;0;ok;0;0;3928,86;9.378.018;6661,98;5.278.338;169.507.004;1.520.993.528;1.740.765.125;-34,6152155;-58,3687638;ESC.TECNICA Nｰ01 ING. OTTO KRAUSE - SUP. ED. MED. Y TEC. REGION II - DE 4 Y 5;MINISTERIO DE EDUCACION ;138.027.695;AREA ED. MEDIA Y TEC. D.E. 4
2;104948;467325;7.362,51 ARS;0;SAENZ MANUELA 400   - CAPITAL FEDERAL             ;GCBA PUENTE DE LA MUJER       ;BT;80692;1600,0;2/5/2017;1/6/2017;EDESUR;20/7/2017;201706;06/2017;5.153,76 ARS;24;24;0;992;1169,6;17.600.205,00 ARS;24;0,85;2017;1.487.386.412;1.487.386.412;0;ok;0;0;4099,68;0;4099,68;0;5.222.295.374;5.222.295.374;0;-34,6065712;-58,3631529;PUENTE DE LA MUJER;MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;44.328.895;PUENTE DE LA MUJER
2;15023058;468293;22.144,22 ARS;0;JUNCAL 690   - CAPITAL FEDERAL                    ;DIR.GRAL DE ENSENANZA         ;BT;18410;13322,0;4/5/2017;5/6/2017;EDESUR;20/7/2017;201706;06/2017;15.500,95 ARS;31;37,64;6,64;8256;9738,38;49.851.876,00 ARS;33;0,85;2017;233.271.769;233.271.769;0;ok;0;0;5295,42;17.013.672;5637,06;11.889.072;8.912.717.439;8.695.121.798;2.175.956.406;-34,5929006;-58,3768661;AREA EDUC. INICIAL  D.E. 1;MINISTERIO DE EDUCACION ;74.206.524;AREA EDUC. INICIAL  D.E. 1
2;176190;473309;26.358,10 ARS;0;CAMARGO 645   - CAPITAL FEDERAL                   ;GCBA - COMISARIA 27           ;BT;105327;13704,0;11/5/2017;12/6/2017;EDESUR;20/7/2017;201706;06/2017;18.450,67 ARS;37;51,28;14,28;8493;10017,62;5.892,57 ARS;51;0,85;2017;3.178.048.967;3.178.048.967;0;ok;0;0;6320,34;36.589.644;8711,82;717.444;1.271.193.732;1.118.876.784;1.523.169.484;-34,5994479;-58,441112;COMISARIA 27;MINISTERIO DE JUSTICIA Y SEGURIDAD;10447,91;COMISARIA 27
2;15052175;465751;34.813,41 ARS;0;BRIN MINISTRO 615   - CAPITAL FEDERAL             ;G.C.B.A. MUSEO DEL CINE       ;BT;99331;21770,0;28/4/2017;30/5/2017;EDESUR;20/7/2017;201706;06/2017;24.369,39 ARS;38;54,34;16,34;13492;15913,87;77.429.157,00 ARS;51;0,85;2017;3.367.690.735;3.367.690.735;0;ok;0;0;6491,16;41.867.982;8711,82;8.558.082;1.360.190.349;1.218.753.183;1.414.371.664;-34,6295501;-58,3605424;MUSEO DEL CINE PABLO DUCRﾓS HICKEN;MINISTERIO DE CULTURA;111.566.243;MUSEO DEL CINE PABLO DUCRﾓS HICKEN
2;8246;2110754494;21.708,84 ARS;0;EL SALVADOR 5528                            ;GCBA COLEGIO NACIONAL AVELLANEDA                  ;MT;4284043676;10819,0;30/5/2017;29/6/2017;EDENOR;13/7/2017;201706;06/2017;15.196,19 ARS;23;39;16;5955;7908,69;5.103.290.546,00 ARS;27;0,88;2017;2.104.997.006;241.700.292;-3.120.059.134;inconsistencia;0;0;4232,69;4416,72;4968,81;3312,54;1.101.787.794;1.054.903.207;4.688.458.698;-34,5839503;-58,4348812;COLEGIO Nｰ04 NICOLAS AVELLANEDA;MINISTERIO DE EDUCACION ;8.696.859.454;AREA ED. MEDIA Y TEC. D.E. 9
2;41586;2110889174;17.495,95 ARS;0;SCALABRINI ORTIZ RAUL AVDA 1350             ;COMISARÍA Nº- 25 - CIRC. V;MT;1534278047;9969,0;30/5/2017;30/6/2017;EDENOR;14/7/2017;201706;06/2017;12.247,17 ARS;10;25;15;2573;7287,34;419.421.148,00 ARS;13;0,97;2017;6.265.590.609;1.549.360.846;-9.228.017.851;inconsistencia;0;0;1840,3;4.140.675;2392,39;3312,54;7.618.745.384;7.267.110.982;3.516.344.023;-34,592566;-58,427588;COMISARﾍA 25;MINISTERIO DE JUSTICIA Y SEGURIDAD;601.439.852;COMISARIA 25
2;66798404;480914;5.377,82 ARS;0;MONTES DE OCA AV 807   - CAPITAL FEDERAL          ;ESC.N 15 D.E. N 5             ;BT;22850;2522,0;31/5/2017;29/6/2017;EDESUR;20/8/2017;201707;07/2017;3.764,47 ARS;10;10,6;0,6;1563;1843,58;13.371.181,00 ARS;10;0,85;2017;6.569.289.987;6.569.289.987;0;ok;2.130.617.662;3;1708,2;153.738;1708,2;153.738;2.371.792.483;2.371.792.483;0;-34,6372631;-58,3749881;ESC. PRIMARIA Nｰ 15 - ARZOBISPO MARIANO ANTONIO ESPINOSA , JARDIN DE INF. NUCLEADO A (ANEXO 2) Y ESC. NORMAL SUP. Nｰ 05 - GRAL D. MARTIN MIGUEL DE GUEMES;MINISTERIO DE EDUCACION ;21.971.219;AREA EDUC. PRIMARIA D.E.5
2;61360;489119;6.516,86 ARS;0;JUFRE 141   - CAPITAL FEDERAL                     ;ESCUELA DE ARTE DRAMATICO     ;BT;44372;1945,0;12/6/2017;11/7/2017;EDESUR;20/8/2017;201707;07/2017;4.561,80 ARS;10;15,68;5,68;1205;1421,8;15.796.276,00 ARS;13;0,85;2017;9.717.591.226;9.717.591.226;0;ok;5.231.585.023;10;1708,2;14.553.864;2220,66;6.866.964;4.029.871.264;3.703.477.803;3.263.934.609;-34,5977239;-58,4303044;ESCUELA DE ARTE DRAMATICO -ANEXO-;MINISTERIO DE CULTURA;35.154.324;ESCUELA METROPOLITANA DE ARTE DRAMATICO
2;271216;481157;37.453,13 ARS;0;PASEO COLON AV 650   - CAPITAL FEDERAL            ;GCBA ESCUELA TECNICA  N 1 DE.4;BT;61678;17600,0;31/5/2017;29/6/2017;EDESUR;20/8/2017;201707;07/2017;26.217,19 ARS;23;69,2;46,2;10908;12865,6;8.293,42 ARS;41;0,85;2017;4.288.630.822;4.288.630.822;0;ok;0;0;3928,86;11.837.826;7003,62;7.225.686;2.008.407.763;1.812.571.686;1.958.360.765;-34,6152155;-58,3687638;ESC.TECNICA Nｰ01 ING. OTTO KRAUSE - SUP. ED. MED. Y TEC. REGION II - DE 4 Y 5;MINISTERIO DE EDUCACION ;16294,11;AREA ED. MEDIA Y TEC. D.E. 4
2;104948;482623;7.639,23 ARS;0;SAENZ MANUELA 400   - CAPITAL FEDERAL             ;GCBA PUENTE DE LA MUJER       ;BT;80692;1900,0;1/6/2017;29/6/2017;EDESUR;20/8/2017;201707;07/2017;5.347,46 ARS;24;24;0;1178;1388,9;18.207.224,00 ARS;24;0,85;2017;1.487.386.412;1.487.386.412;0;ok;0;0;4099,68;0;4099,68;0;5.222.295.374;5.222.295.374;0;-34,6065712;-58,3631529;PUENTE DE LA MUJER;MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;44.296.076;PUENTE DE LA MUJER
2;15023058;484350;22.936,59 ARS;0;JUNCAL 690   - CAPITAL FEDERAL                    ;DIR.GRAL DE ENSENANZA         ;BT;18410;14140,0;5/6/2017;5/7/2017;EDESUR;20/8/2017;201707;07/2017;16.055,61 ARS;31;37,72;6,72;8763;10336,34;5.158,83 ARS;34;0,85;2017;2.337.675.644;2.337.675.644;0;ok;0;0;5295,42;17.218.656;5807,88;9.531.756;8.938.828.916;8.612.435.455;3.263.934.609;-34,5929006;-58,3768661;AREA EDUC. INICIAL  D.E. 1;MINISTERIO DE EDUCACION ;7441,42;AREA EDUC. INICIAL  D.E. 1
2;176190;489331;26.478,86 ARS;0;CAMARGO 645   - CAPITAL FEDERAL                   ;GCBA - COMISARIA 27           ;BT;105327;12216,0;12/6/2017;12/7/2017;EDESUR;20/8/2017;201707;07/2017;18.535,20 ARS;37;55,86;18,86;7571;8929,9;59.124.805,00 ARS;53;0,85;2017;3.461.891.874;3.461.891.874;0;ok;0;0;6320,34;48.324.978;9053,46;7.328.178;1.420.681.937;1.246.605.425;1.740.765.125;-34,5994479;-58,441112;COMISARIA 27;MINISTERIO DE JUSTICIA Y SEGURIDAD;116.364.795;COMISARIA 27
2;15052175;481659;28.750,60 ARS;0;BRIN MINISTRO 615   - CAPITAL FEDERAL             ;G.C.B.A. MUSEO DEL CINE       ;BT;99331;15814,0;30/5/2017;29/6/2017;EDESUR;20/8/2017;201707;07/2017;20.125,42 ARS;38;52,87;14,87;9801;11560,03;64.154.495,00 ARS;51;0,85;2017;3.276.588.317;3.276.588.317;0;ok;0;0;6491,16;38.101.401;8711,82;4.791.501;1.312.210.511;1.170.773.344;1.414.371.664;-34,6295501;-58,3605424;MUSEO DEL CINE PABLO DUCRﾓS HICKEN;MINISTERIO DE CULTURA;107.751.205;MUSEO DEL CINE PABLO DUCRﾓS HICKEN
2;41586;2115001037;19.319,04 ARS;0;SCALABRINI ORTIZ RAUL AVDA 1350             ;COMISARÍA Nº- 25 - CIRC. V;MT;1534278047;10746,0;30/6/2017;31/7/2017;EDENOR;15/8/2017;201707;07/2017;13.523,33 ARS;10;28;18;2878;7855,33;4.589.281.551,00 ARS;14;0,97;2017;7.017.461.482;1.735.284.148;-1.033.537.999;inconsistencia;0;0;1840,3;4968,81;2576,42;3864,63;8.673.648.591;8.204.802.722;4.688.458.698;-34,592566;-58,427588;COMISARﾍA 25;MINISTERIO DE JUSTICIA Y SEGURIDAD;6.874.428.449;COMISARIA 25
2;66798404;496375;4.696,95 ARS;0;MONTES DE OCA AV 807   - CAPITAL FEDERAL          ;ESC.N 15 D.E. N 5             ;BT;22850;2008,0;29/6/2017;31/7/2017;EDESUR;20/9/2017;201708;08/2017;3.287,87 ARS;10;10;0;1244;1467,85;11.886.343,00 ARS;10;0,85;2017;6.197.443.384;6.197.443.384;0;ok;2.130.617.662;3;1708,2;0;1708,2;0;2.175.956.406;2.175.956.406;0;-34,6372631;-58,3749881;ESC. PRIMARIA Nｰ 15 - ARZOBISPO MARIANO ANTONIO ESPINOSA , JARDIN DE INF. NUCLEADO A (ANEXO 2) Y ESC. NORMAL SUP. Nｰ 05 - GRAL D. MARTIN MIGUEL DE GUEMES;MINISTERIO DE EDUCACION ;20.404.657;AREA EDUC. PRIMARIA D.E.5
2;61360;504885;8.073,79 ARS;0;JUFRE 141   - CAPITAL FEDERAL                     ;ESCUELA DE ARTE DRAMATICO     ;BT;44372;1952,0;11/7/2017;10/8/2017;EDESUR;20/9/2017;201708;08/2017;5.651,65 ARS;10;20,37;10,37;1210;1426,91;19.143.495,00 ARS;13;0,85;2017;1.262.419.217;1.262.419.217;0;ok;5.231.585.023;10;1708,2;26.571.051;2220,66;18.884.151;5.560.656.596;5.234.263.135;3.263.934.609;-34,5977239;-58,4303044;ESCUELA DE ARTE DRAMATICO -ANEXO-;MINISTERIO DE CULTURA;47.325.305;ESCUELA METROPOLITANA DE ARTE DRAMATICO
